id,ts,amount,currency,channel,upi_id_masked,merchant_id,merchant_hash,description,category_l1,category_l2,city_state,is_ambiguous,evidence_tokens,reason_hints,source_template
1129,2025-11-10T11:27:26,1704.55,INR,UPI,65xxxxx806@icici,,2bc3913c92a3,Paid to 65xxxxx806@icici Rs 1704.55. Ref 401222269163110. Note: bijli,Utilities,Electricity,"Delhi, DL",true,"[""bijli""]","[""template: ambig_2"", ""no merchant name""]",ambig_2
1189,2025-11-03T21:21:07,10400.0,INR,IMPS,07xxxxx550@icici,938f2cc3-f4e9-488a-ba21-1362d5bbb736,f6e6b0b8236b,upi  txn  to  07xxxxx550@icici  of  rs  10400.0  on  18-nov.  ref  20298544363959.,Financial,EMI,"Pune, MH",false,[],"[""template: upi_generic_1""]",upi_generic_1
1387,2025-11-01T23:46:46,2880.74,INR,CARD,user32xxx@icici,dc6b7a3f-8478-46e7-9b3f-b12efdb0481a,0e28a1465a70,Debited  Rs  2880.74  from  a/c  XX1291  to  Flipkart.  UPI:3161627532248.,Shopping,Online,"Pune, MH",false,"[""flipkart""]","[""template: paytm_sms""]",paytm_sms
1174,2025-11-07T14:34:45,11800.0,INR,IMPS,user39xxx@axl,ca4d8bbd-9f0b-4be9-98a3-b1077a6c6a6b,f6e6b0b8236b,UPI  txn  to  user39xxx@axl  of  Rs  118000  on  18-Nov  Ref  REF#56045494376682,Financial,EMI,"Pune, MH",false,[],"[""template: upi_generic_1""]",upi_generic_1
1141,2025-11-05T21:51:19,595.61,INR,IMPS,user48xxx@icici,d6a7245a-688d-4f65-b703-028095995de1,a289ff9a7f54,ICICI: Rs 595.61 spent via UPI to Dish TV user48xxx@icici. RRN 639366634306.,Utilities,DTH,"Delhi, DL",false,"[""dish""]","[""template: bank_icici""]",bank_icici
1297,2025-11-01T13:36:43,721.27,INR,PhonePe,17xxxxx506@axl,,a821da5bcf11,UPI 83235282883332 Rs 721.27. Note: food,Food,Delivery,"Bengaluru, KA",true,"[""food""]","[""template: ambig_3"", ""no merchant name""]",ambig_3
1338,2025-11-02T10:57:21,21.58,INR,PhonePe,user05xxx@ybl,536032ff-84e4-4502-9342-ac2f3cc81070,9bb6371e6ff8,ICICI:  Rs  21.58  spent  via  UPI  to  Office  Mess  user05xxx@ybl.  RRN  REF#466597078287.,Food,Canteen,"Chennai, TN",false,[],"[""template: bank_icici""]",bank_icici
1010,2025-11-01T13:50:35,899.57,INR,PhonePe,user84xxx@ybl,35d2210f-72cc-409b-a9a6-a6703bb905b4,5d0d140881eb,HDFC Acct XX3942 debited Rs 899.57 via UPI to Hathway. RefNo 744262688207.,Utilities,Internet,"Delhi, DL",false,"[""hathway""]","[""template: bank_hdfc""]",bank_hdfc
1163,2025-11-07T19:36:48,13900.0,INR,CARD,user53xxx@okaxis,70d99aa0-b005-4523-94b3-6729f47177ab,d1b60f8ed863,ICICI: Rs 13900.0 spent via UPI to Bajaj Finserv user53xxx@okaxis. RRN 32046328374128.,Financial,EMI,"Kolkata, WB",false,"[""bajaj""]","[""template: bank_icici""]",bank_icici
1124,2025-11-03T12:44:13,2489.19,INR,GPay,09xxxxx060@okaxis,21f6d015-1ee4-4fbc-8f42-def25e0ff117,d08d19a5ea2c,Money sent to MSEDCL (09xxxxx060@okaxis) on GPay. Rs 2489.19. Ref REF#1400464645871.,Utilities,Electricity,"Bengaluru, KA",false,"[""msedcl""]","[""template: gpay_sms""]",gpay_sms
1104,2025-11-05T17:25:17,1419.04,INR,UPI,82xxxxx819@okaxis,73178c51-fcb0-4c35-885c-efed4a1916ea,6800c135fe51,UPI txn to 82xxxxx819@okaxis of Rs 1419.04 on 18-Nov. Ref REF#3078818299359.,Utilities,Electricity,"Mumbai, MH",false,[],"[""template: upi_generic_1""]",upi_generic_1
1006,2025-11-01T19:48:32,436.68,INR,PhonePe,25xxxxx986@okhdfc,d98774d5-00d7-42c2-9be8-c487c21d19cd,5d0d140881eb,HDFC  Acct  XX1205  debited  Rs  436.68  via  UPI  to  Hathway.  RefNo  1661070860498.,Utilities,Internet,"Bengaluru, KA",false,"[""hathway""]","[""template: bank_hdfc""]",bank_hdfc
1002,2025-11-09T20:04:01,1024.0,INR,UPI,44xxxxx316@icici,,5bca7a9f375f,UPI 891248390176 Rs 1024.0. Note: wifi,Utilities,Internet,"Kolkata, WB",true,"[""wifi""]","[""template: ambig_3"", ""no merchant name""]",ambig_3
1091,2025-11-05T20:07:22,616.82,INR,CARD,20xxxxx060@jiopay,,a54656bb70bd,UPI 6072492828795 RS 616.82. NOTE: RECHARGE,Utilities,Mobile,"Bengaluru, KA",true,"[""recharge""]","[""template: ambig_3"", ""no merchant name""]",ambig_3
1235,2025-11-04T07:05:58,11100.0,INR,GPay,01xxxxx180@paytm,,5ca4316de966,UPI 417477186292 Rs 11100.0. Note: kiraya,Housing,Rent,"Hyderabad, TS",true,"[""kiraya""]","[""template: ambig_3"", ""no merchant name""]",ambig_3
1111,2025-11-06T10:46:24,966.31,INR,Paytm,user91xxx@paytm,,f4727f638b82,Paid  to  user91xxx@paytm  Rs  96631  Ref  6910857554529  Note:  power  bill,Utilities,Electricity,"Delhi, DL",true,[],"[""template: ambig_2"", ""no merchant name""]",ambig_2
1072,2025-11-08T21:46:44,508.42,INR,Paytm,user04xxx@okaxis,,637ab2f2c755,UPI  TXN  TO  USER04XXX@OKAXIS  RS  508.42  RRN  113246958073.  NOTE:  RECHARGE,Utilities,Mobile,"Hyderabad, TS",true,"[""recharge""]","[""template: ambig_1"", ""no merchant name""]",ambig_1
1025,2025-11-06T14:42:39,491.36,INR,PhonePe,user77xxx@axl,0253a25b-f2fc-449b-bb3a-4971a4e29acb,e16252d5fde7,PhonePe: Rs 491.36 paid to Airtel Xstream. UPI Ref REF#0466348925895.,Utilities,Internet,"Mumbai, MH",false,"[""airtel""]","[""template: phonepe_sms""]",phonepe_sms
1177,2025-11-03T21:04:51,6600.0,INR,IMPS,79xxxxx519@okaxis,,7e393fd8819f,UPI 2850568137491 Rs 6600.0.,Financial,EMI,"Mumbai, MH",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1396,2025-11-01T20:16:06,869.16,INR,Paytm,user06xxx@axl,2254c4ee-e8e1-4252-9a49-610269bf8263,b3b3a6ac74ec,HDFC  Acct  XX1239  debited  Rs  86916  via  UPI  to  Amazon  RefNo  090923866353,Shopping,Online,"Chennai, TN",false,"[""amazon""]","[""template: bank_hdfc""]",bank_hdfc
1212,2025-11-08T10:32:36,3827.59,INR,GPay,user67xxx@okaxis,6c4a9b8e-35af-4097-8066-592b9d2af023,901fa3f629ea,Paid Rs 3827.59 to LIC via UPI user67xxx@okaxis. UTR REF#0809155398310.,Financial,Insurance,"Kolkata, WB",false,"[""lic""]","[""template: upi_generic_2""]",upi_generic_2
1220,2025-11-04T06:20:08,971.86,INR,GPay,33xxxxx694@axl,5d08ea44-6c7e-4932-84c1-529d3e03b1ec,03f51abc73f6,PhonePe:  Rs  97186  paid  to  School  Fee  UPI  Ref  285471709866,Financial,Fees,"Hyderabad, TS",false,"[""fee""]","[""template: phonepe_sms""]",phonepe_sms
1337,2025-11-02T13:56:48,24.36,INR,GPay,user23xxx@paytm,849b3436-e042-4244-b398-cacb3e33340b,9bb6371e6ff8,Paid Rs 24.36 to Office Mess via UPI user23xxx@paytm. UTR 026052841957.,Food,Canteen,"Kolkata, WB",false,"[""office""]","[""template: upi_generic_2""]",upi_generic_2
1053,2025-11-03T21:37:39,885.12,INR,PhonePe,user99xxx@icici,32315923-3d7c-40b6-98ee-cca3db23effa,e16252d5fde7,UPI txn to user99xxx@icici of Rs 885.12 on 18-Nov. Ref REF#8042698076114.,Utilities,Internet,"Delhi, DL",false,[],"[""template: upi_generic_1""]",upi_generic_1
1088,2025-11-10T13:07:03,231.09,INR,GPay,79xxxxx946@icici,c0f68a89-b5f7-4d5b-85de-ee476f11be7f,ec3241d3d4ee,upi txn to 79xxxxx946@icici of rs 23109 on 18-nov ref ref#12284250535764,Utilities,Mobile,"Hyderabad, TS",false,[],"[""template: upi_generic_1""]",upi_generic_1
1084,2025-11-04T22:30:43,663.13,INR,CARD,user29xxx@paytm,68108db4-d097-4575-81a5-cf7888ee071e,ec3241d3d4ee,Money sent to BSNL (user29xxx@paytm) on GPay. Rs 663.13. Ref 1931266397070.,Utilities,Mobile,"Kolkata, WB",false,"[""bsnl""]","[""template: gpay_sms""]",gpay_sms
1194,2025-11-05T12:03:40,13500.0,INR,Paytm,user33xxx@axl,258ced57-33fa-4ed1-ae57-a49475db06b5,1382882a69b8,UPI  txn  to  user33xxx@axl  of  Rs  135000  on  18-Nov  Ref  REF#105086563160198,Financial,EMI,"Delhi, DL",false,[],"[""template: upi_generic_1""]",upi_generic_1
1076,2025-11-08T22:06:55,457.34,INR,GPay,93xxxxx293@okhdfc,fa07675c-62f3-4775-8b92-dd2c36c32790,00a6de869933,Debited Rs 457.34 from a/c XX9398 to Airtel. UPI:REF#439934665343866.,Utilities,Mobile,"Hyderabad, TS",false,"[""airtel""]","[""template: paytm_sms""]",paytm_sms
1265,2025-11-03T06:37:56,32300.0,INR,PhonePe,19xxxxx624@paytm,,0892aa9a01ce,UPI  95784189241268  Rs  323000,Housing,Rent,"Chennai, TN",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1279,2025-11-08T20:42:23,1084.06,INR,GPay,42xxxxx609@icici,0b7000ae-8b08-4c7d-b760-cb1c03baba95,c83242757879,Money sent to Swiggy (42xxxxx609@icici) on GPay. Rs 1084.06. Ref REF#26363281693570.,Food,Delivery,"Pune, MH",false,"[""swiggy""]","[""template: gpay_sms""]",gpay_sms
1185,2025-11-05T13:00:53,9700.0,INR,CARD,06xxxxx773@paytm,b458256d-bb11-44fa-bfb2-98b52e73203b,f6e6b0b8236b,debited  rs  97000  from  a/c  xx3764  to  sbi  cards  upi:77952567945834,Financial,EMI,"Kolkata, WB",false,[],"[""template: paytm_sms""]",paytm_sms
1328,2025-11-10T19:53:12,152.38,INR,PhonePe,user88xxx@icici,03743c03-d81c-42b9-83b5-8c2f6b19a38b,ef4562486346,UPI txn to user88xxx@icici of Rs 152.38 on 18-Nov. Ref REF#715139694602216.,Food,Restaurant,"Hyderabad, TS",false,[],"[""template: upi_generic_1""]",upi_generic_1
1162,2025-11-08T18:15:50,2300.0,INR,PhonePe,user25xxx@paytm,aae54154-4955-4c2b-96ee-dca7cd827785,d1b60f8ed863,Debited  Rs  2300.0  from  a/c  XX8651  to  Bajaj  Finserv.  UPI:REF#511809793853.,Financial,EMI,"Kolkata, WB",false,[],"[""template: paytm_sms""]",paytm_sms
1258,2025-11-04T08:17:39,13000.0,INR,GPay,41xxxxx681@icici,,f3ea270c6fd5,UPI 425569382978 Rs 130000,Housing,Rent,"Pune, MH",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1206,2025-11-04T11:03:29,3400.0,INR,GPay,65xxxxx914@axl,c7e4fad9-2518-408f-9880-082e37720fd2,1382882a69b8,PhonePe: Rs 3400.0 paid to HDFC Loans. UPI Ref REF#71845582231507.,Financial,EMI,"Hyderabad, TS",false,"[""hdfc"", ""loan""]","[""template: phonepe_sms""]",phonepe_sms
1238,2025-11-01T11:31:29,28700.0,INR,UPI,66xxxxx146@axl,,06b6f805d4d7,UPI  txn  to  66xxxxx146@axl  Rs  287000  RRN  759877159227389  Note:  kiraya,Housing,Rent,"Mumbai, MH",true,"[""kiraya""]","[""template: ambig_1"", ""no merchant name""]",ambig_1
1356,2025-11-07T21:19:42,1287.83,INR,GPay,user04xxx@axl,,6464a444e723,UPI TXN TO USER04XXX@AXL RS 1287.83 RRN 29703767168194. NOTE: FUEL,Transport,Fuel,"Pune, MH",true,"[""fuel""]","[""template: ambig_1"", ""no merchant name""]",ambig_1
1399,2025-11-10T11:55:42,4665.58,INR,CARD,49xxxxx814@paytm,,f0406cc5377b,UPI  794521965367  Rs  466558  Note:  shopping,Shopping,Online,"Pune, MH",true,"[""shopping""]","[""template: ambig_3"", ""no merchant name""]",ambig_3
1126,2025-11-07T17:53:13,842.18,INR,PhonePe,54xxxxx953@okhdfc,,d5103e7f3c0b,UPI  txn  to  54xxxxx953@okhdfc  Rs  84218  RRN  72030405769797  Note:  bijli,Utilities,Electricity,"Delhi, DL",true,"[""bijli""]","[""template: ambig_1"", ""no merchant name""]",ambig_1
1343,2025-11-02T13:51:18,1566.21,INR,PhonePe,43xxxxx591@icici,8b3d24a5-f6bf-4eac-bfb4-95a311712f9a,305dc307c910,UPI txn to 43xxxxx591@icici of Rs 1566.21 on 18-Nov. Ref REF#0008589118741.,Transport,Fuel,"Pune, MH",false,[],"[""template: upi_generic_1""]",upi_generic_1
1213,2025-11-02T17:14:16,4744.85,INR,UPI,user20xxx@axl,7f5d24df-496b-44db-946a-fd650d19b6d6,45f54402558f,Debited Rs 4744.85 from a/c XX3447 to Acko. UPI:REF#4874588246381.,Financial,Insurance,"Bengaluru, KA",false,"[""acko""]","[""template: paytm_sms""]",paytm_sms
1226,2025-11-08T16:40:51,3234.77,INR,IMPS,86xxxxx796@ybl,8416a6e0-8645-497c-94f5-e0d375946687,03f51abc73f6,Debited Rs 323477 from a/c XX3464 to School Fee UPI:96174302347639,Financial,Fees,"Hyderabad, TS",false,"[""school"", ""fee""]","[""template: paytm_sms""]",paytm_sms
1186,2025-11-05T09:55:43,2300.0,INR,PhonePe,user82xxx@icici,7f53232c-9af8-442a-b070-e4f4c761e42c,1382882a69b8,Money  sent  to  HDFC  Loans  (user82xxx@icici)  on  GPay  Rs  23000  Ref  REF#848965770342,Financial,EMI,"Kolkata, WB",false,"[""loan""]","[""template: gpay_sms""]",gpay_sms
1106,2025-11-02T18:57:14,1385.31,INR,PhonePe,user09xxx@axl,7c61ff3e-b4fb-4dba-8e0c-e946e6c1d7d3,be5f327207ff,ICICI:  Rs  1385.31  spent  via  UPI  to  TSSPDCL  user09xxx@axl.  RRN  REF#61449793992968.,Utilities,Electricity,"Kolkata, WB",false,"[""tsspdcl""]","[""template: bank_icici""]",bank_icici
1321,2025-11-02T22:16:44,525.02,INR,Paytm,93xxxxx297@axl,13c7c67f-dde8-4a1e-8341-bd6134daa336,5346682d948c,HDFC  Acct  XX1307  debited  Rs  525.02  via  UPI  to  KFC.  RefNo  718162645357.,Food,Restaurant,"Bengaluru, KA",false,"[""kfc""]","[""template: bank_hdfc""]",bank_hdfc
1029,2025-11-05T22:16:50,699.14,INR,IMPS,71xxxxx312@okhdfc,b886730a-498d-4707-89fb-0d9e14f7b1f3,e16252d5fde7,DEBITED RS 699.14 FROM A/C XX1635 TO AIRTEL XSTREAM. UPI:REF#567229611129.,Utilities,Internet,"Chennai, TN",false,"[""airtel""]","[""template: paytm_sms""]",paytm_sms
1068,2025-11-06T20:33:10,332.16,INR,GPay,user53xxx@paytm,,197578f896b2,UPI 721278603282742 Rs 332.16.,Utilities,Mobile,"Kolkata, WB",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1348,2025-11-03T16:53:02,1913.44,INR,UPI,55xxxxx852@okaxis,1152d806-0ba5-4ceb-bb1b-f6fc76510272,0ceaf73e8d56,HDFC Acct XX5123 debited Rs 1913.44 via UPI to BPCL. RefNo 68063153063176.,Transport,Fuel,"Delhi, DL",false,"[""bpcl""]","[""template: bank_hdfc""]",bank_hdfc
1274,2025-11-05T12:16:12,820.28,INR,PhonePe,60xxxxx848@ybl,82130338-6ff6-49e4-94de-ce00e76ad732,c83242757879,Paid Rs 82028 to Swiggy via UPI 60xxxxx848@ybl UTR 698330602651,Food,Delivery,"Kolkata, WB",false,"[""swiggy""]","[""template: upi_generic_2""]",upi_generic_2
1089,2025-11-06T15:35:23,773.98,INR,IMPS,36xxxxx670@paytm,5198d78b-1977-4e5b-9078-fa2c964e1489,fcab294a2428,ICICI: Rs 773.98 spent via UPI to Vi 36xxxxx670@paytm. RRN 3259007383742.,Utilities,Mobile,"Pune, MH",false,"[""vi""]","[""template: bank_icici""]",bank_icici
1188,2025-11-04T07:28:15,12900.0,INR,Paytm,user26xxx@okhdfc,,5f418f9ffa1f,upi txn to user26xxx@okhdfc rs 12900.0 rrn 080454964904139. note: loan,Financial,EMI,"Delhi, DL",true,"[""loan""]","[""template: ambig_1"", ""no merchant name""]",ambig_1
1301,2025-11-08T16:16:30,743.14,INR,Paytm,user35xxx@axl,76f44bf0-2e5b-41e2-b374-6ad8cd95c754,c83242757879,Money sent to Swiggy (user35xxx@axl) on GPay. Rs 743.14. Ref REF#3111272880032.,Food,Delivery,"Pune, MH",false,"[""swiggy""]","[""template: gpay_sms""]",gpay_sms
1360,2025-11-01T09:31:15,576.59,INR,PhonePe,user15xxx@okhdfc,ba69aacf-0625-4fa6-9303-8c8eb6f5344c,855a135a3f6c,Debited  Rs  57659  from  a/c  XX7572  to  Metro  Card  UPI:439527539868,Transport,Metro,"Hyderabad, TS",false,"[""metro""]","[""template: paytm_sms""]",paytm_sms
1400,2025-11-09T18:19:51,1362.47,INR,Paytm,user87xxx@okhdfc,e89d533a-4710-4854-b904-3ae905a4c9ab,0e28a1465a70,HDFC Acct XX4597 debited Rs 1362.47 via UPI to Flipkart. RefNo REF#906058789580.,Shopping,Online,"Mumbai, MH",false,"[""flipkart""]","[""template: bank_hdfc""]",bank_hdfc
1334,2025-11-01T12:49:56,32.98,INR,IMPS,user79xxx@axl,,1c9da344e711,Paid  to  user79xxx@axl  Rs  3298  Ref  33816514318183,Food,Canteen,"Bengaluru, KA",true,[],"[""template: ambig_2"", ""no merchant name""]",ambig_2
1323,2025-11-08T22:58:22,858.54,INR,PhonePe,user16xxx@icici,3fe109e3-46a3-436f-af83-cfd7380389f6,7ade346b1ff4,PhonePe:  Rs  85854  paid  to  Indiranagar  Restaurant  UPI  Ref  REF#754224897297532,Food,Restaurant,"Kolkata, WB",false,[],"[""template: phonepe_sms""]",phonepe_sms
1139,2025-11-04T17:17:59,501.62,INR,GPay,user22xxx@okaxis,f0950786-d834-441f-af72-c35898a7df31,d3f6016ebf33,PhonePe: Rs 501.62 paid to d2h. UPI Ref REF#713619344455.,Utilities,DTH,"Hyderabad, TS",false,"[""d2h""]","[""template: phonepe_sms""]",phonepe_sms
1245,2025-11-05T12:24:31,19100.0,INR,GPay,47xxxxx589@okaxis,136e96cc-5b2c-468d-9177-ab4b196012dd,8eb67a257f83,HDFC Acct XX2202 debited Rs 19100.0 via UPI to Stanza Living. RefNo 93470342220143.,Housing,Rent,"Delhi, DL",false,"[""stanza""]","[""template: bank_hdfc""]",bank_hdfc
1345,2025-11-03T23:19:44,930.62,INR,Paytm,user85xxx@axl,81ec22fe-b055-4002-9fa3-44f09f187a6e,0ceaf73e8d56,money  sent  to  bpcl  (user85xxx@axl)  on  gpay  rs  93062  ref  84001766464273,Transport,Fuel,"Bengaluru, KA",false,"[""bpcl""]","[""template: gpay_sms""]",gpay_sms
1092,2025-11-05T15:27:07,642.21,INR,UPI,user00xxx@icici,,874d8f7a4288,UPI 452923409222001 Rs 642.21.,Utilities,Mobile,"Chennai, TN",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1035,2025-11-05T23:58:25,964.37,INR,Paytm,user51xxx@axl,d0d159ed-c4ce-4c25-b910-b7d3eb10cb69,5d0d140881eb,MONEY SENT TO HATHWAY (USER51XXX@AXL) ON GPAY RS 96437 REF 40863940688087,Utilities,Internet,"Chennai, TN",false,"[""hathway""]","[""template: gpay_sms""]",gpay_sms
1062,2025-11-09T17:27:19,243.68,INR,IMPS,user00xxx@okhdfc,,d6f55b0e315f,upi  txn  to  user00xxx@okhdfc  rs  24368  rrn  075123089962  note:  recharge,Utilities,Mobile,"Hyderabad, TS",true,"[""recharge""]","[""template: ambig_1"", ""no merchant name""]",ambig_1
1259,2025-11-05T17:50:05,23400.0,INR,IMPS,user26xxx@okaxis,,3236813616d7,Paid  to  user26xxx@okaxis  Rs  234000  Ref  032832091422884  Note:  house,Housing,Rent,"Chennai, TN",true,"[""house""]","[""template: ambig_2"", ""no merchant name""]",ambig_2
1252,2025-11-03T07:11:26,30300.0,INR,Paytm,00xxxxx363@ybl,,8a1014927012,UPI  txn  to  00xxxxx363@ybl  Rs  303000  RRN  4639686772757,Housing,Rent,"Pune, MH",true,[],"[""template: ambig_1"", ""no merchant name""]",ambig_1
1214,2025-11-05T23:24:35,4471.73,INR,UPI,79xxxxx592@axl,281458d3-bc91-477d-9191-ed8ff2daa9b3,45f54402558f,HDFC  Acct  XX3079  debited  Rs  4471.73  via  UPI  to  Acko.  RefNo  REF#6821279577695.,Financial,Insurance,"Pune, MH",false,"[""acko""]","[""template: bank_hdfc""]",bank_hdfc
1149,2025-11-09T23:23:50,423.62,INR,PhonePe,31xxxxx848@ybl,14433929-247a-4882-8b12-5325a83bb4e2,eb98811bd13b,phonepe: rs 423.62 paid to tata play. upi ref 0801890611137.,Utilities,DTH,"Chennai, TN",false,"[""tata""]","[""template: phonepe_sms""]",phonepe_sms
1341,2025-11-09T16:33:34,1208.56,INR,Paytm,user54xxx@axl,ecb741bb-20c3-4954-b815-6c8ac47fdb2d,305dc307c910,Debited  Rs  1208.56  from  a/c  XX5421  to  HPCL.  UPI:REF#27039646974027.,Transport,Fuel,"Kolkata, WB",false,"[""hpcl""]","[""template: paytm_sms""]",paytm_sms
1413,2025-11-06T14:02:56,874.66,INR,UPI,user64xxx@okaxis,,e998747e4327,UPI  298759668087  Rs  87466,Transfers,P2P,"Mumbai, MH",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1388,2025-11-05T17:07:47,3879.34,INR,Paytm,user32xxx@okhdfc,526cb76d-99ec-444a-953b-c313f8e98cac,8af627a841ee,money  sent  to  myntra  (user32xxx@okhdfc)  on  gpay  rs  387934  ref  1431053540374,Shopping,Online,"Chennai, TN",false,"[""myntra""]","[""template: gpay_sms""]",gpay_sms
1308,2025-11-02T22:16:43,1251.55,INR,Paytm,01xxxxx066@axl,,a591e7279e9b,UPI 176810412831072 Rs 1251.55.,Food,Restaurant,"Kolkata, WB",true,[],"[""template: ambig_3"", ""no merchant name""]",ambig_3
1001,2025-11-03T11:50:08,940.72,INR,UPI,27xxxxx675@okaxis,c0f65156-2111-4c3d-a18d-c1efb3b9823f,e16252d5fde7,Paid  Rs  94072  to  Airtel  Xstream  via  UPI  27xxxxx675@okaxis  UTR  REF#820949554152,Utilities,Internet,"Bengaluru, KA",false,[],"[""template: upi_generic_2""]",upi_generic_2
